"scenario","replicate","adjusted_rand_index","withinss","class_name"
"zclr_noise_sd_0.03",75,1,11.1220701056309,"high_potassium"
"zclr_noise_sd_0.03",76,1,11.3204738960326,"high_potassium"
"zclr_noise_sd_0.03",77,1,11.2221614243116,"high_potassium"
"zclr_noise_sd_0.03",78,1,11.408694804942,"high_potassium"
"zclr_noise_sd_0.03",79,1,11.4652286025083,"high_potassium"
"zclr_noise_sd_0.03",80,1,11.1901478348451,"high_potassium"
"zclr_noise_sd_0.03",81,1,11.668239448297,"high_potassium"
"zclr_noise_sd_0.03",82,1,11.3555305830175,"high_potassium"
"zclr_noise_sd_0.03",83,1,11.2875512388369,"high_potassium"
"zclr_noise_sd_0.03",84,1,11.1543931384928,"high_potassium"
"zclr_noise_sd_0.03",85,1,11.3759295625157,"high_potassium"
"zclr_noise_sd_0.03",86,1,11.401600123892,"high_potassium"
"zclr_noise_sd_0.03",87,1,11.375867221059,"high_potassium"
"zclr_noise_sd_0.03",88,1,11.5058558202322,"high_potassium"
"zclr_noise_sd_0.03",89,1,11.188811150452,"high_potassium"
"zclr_noise_sd_0.03",90,1,11.334127159025,"high_potassium"
"zclr_noise_sd_0.03",91,1,10.9044493593972,"high_potassium"
"zclr_noise_sd_0.03",92,1,11.0410829998334,"high_potassium"
"zclr_noise_sd_0.03",93,1,11.3705416233209,"high_potassium"
"zclr_noise_sd_0.03",94,1,11.0029894197628,"high_potassium"
"zclr_noise_sd_0.03",95,1,11.3348070590377,"high_potassium"
"zclr_noise_sd_0.03",96,1,11.3537315541408,"high_potassium"
"zclr_noise_sd_0.03",97,1,11.4939020813355,"high_potassium"
"zclr_noise_sd_0.03",98,1,11.8035285367477,"high_potassium"
"zclr_noise_sd_0.03",99,1,11.2204008163755,"high_potassium"
"zclr_noise_sd_0.03",100,1,11.4714311115914,"high_potassium"
"top4_features",1,1,10.711943372393,"high_potassium"
"top6_features",1,1,23.8253911887944,"high_potassium"
